City,Date,MonthNum,Day,Month,Year,AvgTemperature,Avg_Temp
London,20-Apr-2020,4,20,Apr,2020,53.6,53.6
London,21-Apr-2020,4,21,Apr,2020,56,56
London,22-Apr-2020,4,22,Apr,2020,57.4,57.4
London,23-Apr-2020,4,23,Apr,2020,58.7,58.7
London,24-Apr-2020,4,24,Apr,2020,57.6,57.6
London,25-Apr-2020,4,25,Apr,2020,51.6,51.6
London,26-Apr-2020,4,26,Apr,2020,55,55
London,27-Apr-2020,4,27,Apr,2020,55,55
London,28-Apr-2020,4,28,Apr,2020,47.2,47.2
London,29-Apr-2020,4,29,Apr,2020,50.6,50.6
London,30-Apr-2020,4,30,Apr,2020,48.7,48.7
London,1-May-2020,5,1,May,2020,51.1,51.1
London,2-May-2020,5,2,May,2020,53.3,53.3
London,3-May-2020,5,3,May,2020,53.5,53.5
London,4-May-2020,5,4,May,2020,54.9,54.9
London,5-May-2020,5,5,May,2020,51.7,51.7
London,6-May-2020,5,6,May,2020,52.9,52.9
London,7-May-2020,5,7,May,2020,58.8,58.8
London,8-May-2020,5,8,May,2020,63.7,63.7
London,9-May-2020,5,9,May,2020,64.1,64.1
London,10-May-2020,5,10,May,2020,54.1,54.1
London,11-May-2020,5,11,May,2020,47,47
London,12-May-2020,5,12,May,2020,48.9,48.9
London,13-May-2020,5,13,May,2020,47.8,47.8
